Market,Outcome,User Link,Current Price,Avg Entry Price,PnL (%),Invested (USD),Z-Score,N Positions,Days Since 1st Trade,Market Mean Invested,Market Std Invested,Updated At
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xa3a3d1f7ca16c20a821bd7987a298913b42d3411&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.369797,1.6825528600826942,14096.240255948704,0.9196807947638874,1,19,1272.1862665068754,13944.027169485678,2025-10-25T23:26:01.946
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x372d7df860b5bd482e1b3e535e668d33f7a09a27&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.374268,1.6505071232378936,2876.409486003,0.11504733890699209,1,19,1272.1862665068754,13944.027169485678,2025-10-25T23:26:01.946
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x9fa2b5bb916e6c8190c120224426d9d5b655a115&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.377203,1.629883643555327,25161.394096410677,1.7374458203270358,1,19,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x6a49f5add137b654b14a4f95ec9d1d643153bddd&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.389978,1.543733236233839,1331.256108785104,0.006174691712075976,1,19,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x3bb4e8c2bbcbcd9fe48217bd76d193e9b00126d3&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.39,1.5435897435897434,1594.08746445,0.025269517683862288,2,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x0923e3f9ac6c40df0b0d1e802085965967efd78f&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.396911,1.4993008508204608,1092.4975275,-0.012886430643228816,1,19,1272.1862665068754,13944.027169485678,2025-10-25T23:26:01.946
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+November+15%3F,No,https://hashdive.com/Analyze_User?user_address=0x7c775d6837c0fbe6ec8d3ec64b7d634f2c298656&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BNovember%2B15%253F,0.84,0.348198,1.4124205193596746,1072.977110660232,0.23320278394576224,2,16,545.8770088242297,2260.265048802308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+November+15%3F,No,https://hashdive.com/Analyze_User?user_address=0xc076e5519ea09c27e978a9d445e1522fdee82b2e&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BNovember%2B15%253F,0.84,0.35141,1.3903702228166528,1056.0503038,0.22571392467715506,2,16,545.8770088242297,2260.265048802308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x3c916e5946d3b180c780ad43cab142f53a50b2fe&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.417098,1.3783379445597916,16786.72693651602,1.1290221732120105,2,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x0a604060006c3bd2649c762c50d3c503a598d692&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.441758,1.2455733682242314,14549.44876103712,0.9664828243463721,2,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x7358149a4436345eff1ed01aab06fa9a085e8993&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.457189,1.1697809877315506,2007.889182059243,0.05276115046321326,2,19,1272.1862665068754,13944.027169485678,2025-10-25T23:26:01.946
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x972ecab4c0d77d39aea3a2aaefd6115f686a20f2&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.461333,1.1502905710191986,5900.9773470316295,0.33816716484433523,1,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xe06ac32d692088265f9b8da9688d00217655193c&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.46372,1.1392219442767186,2998.48929323916,0.12729999440285114,1,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+3+Fed+rate+cuts+happen+in+2025%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x3c747db84729468b105ea003b542e605121327d3&market=%2FAnalyze_Market%3Fmarket%3DWill%2B3%2BFed%2Brate%2Bcuts%2Bhappen%2Bin%2B2025%253F,0.855,0.417743,1.0467129311562373,1499.996590120554,0.31285644476272545,4,4,575.9813218016291,2953.4800506337997,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Gemini+3.0+be+released+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xa4427e0d4971ef7f2bc15aefd5f1f13769d397e3&market=%2FAnalyze_Market%3Fmarket%3DWill%2BGemini%2B3.0%2Bbe%2Breleased%2Bby%2BOctober%2B31%253F,0.985,0.48494,1.0311791149420546,4522.14600100988,0.8361103038002153,3,10,682.5389440001672,4592.225498906385,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+the+Government+shutdown+end+November+16+or+later%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x3c6a18a984d24ed5feb3a12f1e898dbb82ddd678&market=%2FAnalyze_Market%3Fmarket%3DWill%2Bthe%2BGovernment%2Bshutdown%2Bend%2BNovember%2B16%2Bor%2Blater%253F,0.51,0.251525,1.0276314481661863,1239.3688064133999,1.3947515328931628,2,17,129.05493220459383,796.0657135150506,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Hyperliquid+launch+stocks+perps+in+2025%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x23b8cb1a009b3356f260629fbb4c214c74664834&market=%2FAnalyze_Market%3Fmarket%3DWill%2BHyperliquid%2Blaunch%2Bstocks%2Bperps%2Bin%2B2025%253F,0.9915,0.494502,1.0050475023356833,1999.999679865756,1.7101872320916358,2,13,256.90181856423885,1019.2438749350445,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xdfd3bf5a43aba6333e39508b66252949586d0570&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.5,0.9840000000000001,20765.6098,1.4180899507157614,1,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Fed+decreases+interest+rates+by+25+bps+after+October+2025+meeting%3F,Yes,https://hashdive.com/Analyze_User?user_address=0xd3beddabff8695ef6dd7852864716fa50068a12e&market=%2FAnalyze_Market%3Fmarket%3DFed%2Bdecreases%2Binterest%2Brates%2Bby%2B25%2Bbps%2Bafter%2BOctober%2B2025%2Bmeeting%253F,0.9845,0.5,0.9690000000000001,2006.116206,0.028794101920784246,2,0,1313.7345949435812,24045.952638538165,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x3295af08cd99dbd5b4e3ee32fcdbee8fb9d083e4&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.503979,0.9683359822532289,7333.7622610157005,0.4422596865235541,3,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Xi+Jinping+out+in+2025%3F,No,https://hashdive.com/Analyze_User?user_address=0xea490451dc1b62b8085c2e40c8355a4e7670f9ec&market=%2FAnalyze_Market%3Fmarket%3DXi%2BJinping%2Bout%2Bin%2B2025%253F,0.9635,0.5,0.927,25004.9514185,0.5252724668966257,2,6,2734.4264567551786,42398.04361595768,2025-10-24T15:26:02.182
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x354a6ba80ec6ff500ab75207ef6238df682ece24&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.51641,0.9209542805135453,2499.99917310897,0.09108444444131303,3,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Zohran+Mamdani+win+the+2025+NYC+mayoral+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x05134436882a440a93437facdef80dd381580fde&market=%2FAnalyze_Market%3Fmarket%3DWill%2BZohran%2BMamdani%2Bwin%2Bthe%2B2025%2BNYC%2Bmayoral%2Belection%253F,0.9545,0.5,0.909,1000,-0.020399979507101592,2,0,1488.6165611327053,23951.81627327661,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Zohran+Mamdani+win+the+2025+NYC+mayoral+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x741dda8315455e997b9c1ee0ead6d1e85f2088ba&market=%2FAnalyze_Market%3Fmarket%3DWill%2BZohran%2BMamdani%2Bwin%2Bthe%2B2025%2BNYC%2Bmayoral%2Belection%253F,0.9545,0.5,0.909,1000,-0.020399979507101592,2,0,1488.6165611327053,23951.81627327661,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Zohran+Mamdani+win+the+2025+NYC+mayoral+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x4d0af9ee6bc097d1d23a460416f62f98630f13d2&market=%2FAnalyze_Market%3Fmarket%3DWill%2BZohran%2BMamdani%2Bwin%2Bthe%2B2025%2BNYC%2Bmayoral%2Belection%253F,0.9545,0.5,0.909,2000,0.021350507745746726,2,0,1488.6165611327053,23951.81627327661,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Zohran+Mamdani+win+the+2025+NYC+mayoral+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x65be0a557bd3de1ef66fabc737092ce11d3f6780&market=%2FAnalyze_Market%3Fmarket%3DWill%2BZohran%2BMamdani%2Bwin%2Bthe%2B2025%2BNYC%2Bmayoral%2Belection%253F,0.9545,0.5,0.909,2870.367686,0.05768878272538081,4,13,1488.6165611327053,23951.81627327661,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x4547c25934207d49b0ec05d315f0d015f47505cf&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.535694,0.8518034549574943,5287.029639158292,0.2935635649125017,1,19,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Opensea+launch+a+token+by+December+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x5dc2d7d9761bd24280e822dac42166af4c9df4b3&market=%2FAnalyze_Market%3Fmarket%3DWill%2BOpensea%2Blaunch%2Ba%2Btoken%2Bby%2BDecember%2B31%253F,0.979,0.534278,0.8323793979913077,6988.457140003135,6.163660095525104,2,18,290.0183149465179,1086.7631766261363,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Gemini+3.0+be+released+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x5ae0a5df207383828baf522d4f9f87a528be0c65&market=%2FAnalyze_Market%3Fmarket%3DWill%2BGemini%2B3.0%2Bbe%2Breleased%2Bby%2BOctober%2B31%253F,0.985,0.539253,0.826600871946934,1266.22958418099,0.12710408936142742,4,17,682.5389440001672,4592.225498906385,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x42fb9d688a1e6344ca999ae981bcd221386c38e3&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.548037,0.810096763539688,1999.9981420621018,0.05475912606595741,1,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x6b337647469853c0295a2d901b4e0502d210a21d&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.559803,0.7720519539909574,4507.33758423471,0.23691855746014798,2,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x5a50b558d2389719f7e7b7d27929b6da82cb894c&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.562795,0.7626311534395294,12495.96258854484,0.8172960539931318,1,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x83a88e6308393901fa0577698b2e6ac27100fd32&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.570186,0.7397831584781107,24946.608064337153,1.721841510509285,1,18,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Gemini+3.0+be+released+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x9bcc630e895b11d233a671c69cecad04410f9433&market=%2FAnalyze_Market%3Fmarket%3DWill%2BGemini%2B3.0%2Bbe%2Breleased%2Bby%2BOctober%2B31%253F,0.985,0.571786,0.7226724683710338,12903.150928271813,2.6611524166620133,4,18,682.5389440001672,4592.225498906385,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Russia+capture+Kupiansk+by+December+31%3F,Yes,https://hashdive.com/Analyze_User?user_address=0xfd456780c233f9f725c1ffa85170615274765a4b&market=%2FAnalyze_Market%3Fmarket%3DWill%2BRussia%2Bcapture%2BKupiansk%2Bby%2BDecember%2B31%253F,0.865,0.51,0.696078431372549,6375,1.0322323396537099,1,19,1064.6396366714162,5144.5398088477705,2025-10-24T23:26:01.643
/Analyze_Market?market=Will+MegaETH+perform+an+airdrop+by+December+31%3F,Yes,https://hashdive.com/Analyze_User?user_address=0xc45b886da438925b5f5f9329c2ba318536731df6&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMegaETH%2Bperform%2Ban%2Bairdrop%2Bby%2BDecember%2B31%253F,0.25,0.148036,0.6887784052527763,1473.7606381681962,3.048891328948169,2,2,130.6162135422844,440.53535522018115,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Opensea+launch+a+token+by+December+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xe036e02bccd0a4ca02e4db77f6f496fbdbae3bea&market=%2FAnalyze_Market%3Fmarket%3DWill%2BOpensea%2Blaunch%2Ba%2Btoken%2Bby%2BDecember%2B31%253F,0.979,0.589685,0.660208416357886,2499.99439739094,2.0335397168178884,1,17,290.0183149465179,1086.7631766261363,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+LLA+win+the+most+seats+in+the+Chamber+of+Deputies+following+the+2025+Argentina+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x5ef3b45fd73c7bbd724ca870d080d1cef4eaadef&market=%2FAnalyze_Market%3Fmarket%3DWill%2BLLA%2Bwin%2Bthe%2Bmost%2Bseats%2Bin%2Bthe%2BChamber%2Bof%2BDeputies%2Bfollowing%2Bthe%2B2025%2BArgentina%2Belection%253F,0.971,0.59,0.6457627118644068,5978.4499989999995,4.747966592272257,1,19,213.1728990878498,1214.2623558673847,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x6f890ceba3beff65345669572344a4f2dfed433e&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.607084,0.6340407587747331,1530.110544260104,0.017095920095047186,2,15,1289.0973613335884,14097.70176665361,2025-10-24T17:26:01.505
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xdad4063ec89fe95496b5a9fe36b2bb350fe9c600&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.609328,0.6280230023895177,7838.4867912,0.47892816941129807,1,16,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+LLA+win+the+most+seats+in+the+Chamber+of+Deputies+following+the+2025+Argentina+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x814712d94b00008c7fdd6c002b10418fa5694fbf&market=%2FAnalyze_Market%3Fmarket%3DWill%2BLLA%2Bwin%2Bthe%2Bmost%2Bseats%2Bin%2Bthe%2BChamber%2Bof%2BDeputies%2Bfollowing%2Bthe%2B2025%2BArgentina%2Belection%253F,0.971,0.6,0.6183333333333334,14400,11.6834941249398,4,14,213.1728990878498,1214.2623558673847,2025-10-26T23:26:02.049
/Analyze_Market?market=Maduro+out+in+2025%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x56e4da9d4e2017118b540d651eea94370b080036&market=%2FAnalyze_Market%3Fmarket%3DMaduro%2Bout%2Bin%2B2025%253F,0.235,0.146513,0.6039532328189307,1759.200757,1.1227720540006294,3,15,268.9146200747306,1327.327422886172,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xe1887bd63a7ca60d432d6f8b57e8e600bfb0a011&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.624133,0.5894048223695909,6139.0268976263815,0.3554615806105582,3,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Johannes+Kaiser+win+the+Chilean+presidential+election%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x85fc75e1482fc302a1b577b137b824848266eafd&market=%2FAnalyze_Market%3Fmarket%3DWill%2BJohannes%2BKaiser%2Bwin%2Bthe%2BChilean%2Bpresidential%2Belection%253F,0.17,0.106962,0.5893494886034294,3208.364423554638,14.450937348967285,1,11,37.25663674561038,219.43959137264173,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xd8517289fa8e0b8d9075003a3d039329ca99a075&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.629839,0.5750056760537215,3967.32634044607,0.19768647764658578,4,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Pump.fun+perform+an+airdrop+by+December+31%3F,No,https://hashdive.com/Analyze_User?user_address=0xa74f17d914799e3898d5d4805c128db1ee560d32&market=%2FAnalyze_Market%3Fmarket%3DWill%2BPump.fun%2Bperform%2Ban%2Bairdrop%2Bby%2BDecember%2B31%253F,0.505,0.320773,0.5743220283502666,1384.497520370119,1.562359248354228,1,7,237.3023168474412,734.2710741662781,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x9565af9b54b0e46263b2d40892f3d5e5fb8d77f3&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.640932,0.5477460947495212,4990.974262600956,0.27205499764482144,1,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+MetaMask+launch+a+token+in+2025%3F,Yes,https://hashdive.com/Analyze_User?user_address=0x2e1937e992891c5c14ba58fe1ba6eb66534a140b&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMetaMask%2Blaunch%2Ba%2Btoken%2Bin%2B2025%253F,0.185,0.119978,0.5419493573821867,1419.75320398437,2.041085532175048,1,4,132.66818726306033,630.5884767845811,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+November+15%3F,No,https://hashdive.com/Analyze_User?user_address=0xe1e6764f6030737c64d4665aaab88d431de389c1&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BNovember%2B15%253F,0.84,0.549716,0.5280617628011555,7664.728694506368,3.1495649987838146,2,16,545.8770088242297,2260.265048802308,2025-10-26T23:26:02.049
/Analyze_Market?market=Will+Monad+perform+an+airdrop+by+October+31%3F,No,https://hashdive.com/Analyze_User?user_address=0x4d66112cf7973832752fa0c43cae6ae109405eb0&market=%2FAnalyze_Market%3Fmarket%3DWill%2BMonad%2Bperform%2Ban%2Bairdrop%2Bby%2BOctober%2B31%253F,0.992,0.652382,0.5205814997961317,4899.99296813683,0.26544516229969883,1,17,1246.2643630684552,13764.532656817308,2025-10-26T23:26:02.049
